# mur		muf		alpsfact	dynamical_scale	pdf		cross-section
1.0		1.0		1.0		-1		230000		0.00036705874965599475
0.5		0.5		1.0		-1		230000		0.0003280993138943787
0.5		0.5		1.0		1		230000		0.00030952854432562314
0.5		0.5		1.0		2		230000		0.00030952854431743666
0.5		0.5		1.0		3		230000		0.0002648147877797913
0.5		0.5		1.0		4		230000		0.0003280993138572259
0.5		1.0		1.0		-1		230000		0.00036705874965599475
0.5		1.0		1.0		1		230000		0.00035025682902491015
0.5		1.0		1.0		2		230000		0.00035025682901879216
0.5		1.0		1.0		3		230000		0.00030952854431743666
0.5		1.0		1.0		4		230000		0.0003670587496214928
0.5		2.0		1.0		-1		230000		0.00040215328198127
0.5		2.0		1.0		1		230000		0.0003870356810534409
0.5		2.0		1.0		2		230000		0.00038703568104896547
0.5		2.0		1.0		3		230000		0.00035025682901879216
0.5		2.0		1.0		4		230000		0.0004021532819494306
1.0		0.5		1.0		-1		230000		0.0003280993138943787
1.0		0.5		1.0		1		230000		0.00030952854432562314
1.0		0.5		1.0		2		230000		0.00030952854431743666
1.0		0.5		1.0		3		230000		0.0002648147877797913
1.0		0.5		1.0		4		230000		0.0003280993138572259
1.0		1.0		1.0		1		230000		0.00035025682902491015
1.0		1.0		1.0		2		230000		0.00035025682901879216
1.0		1.0		1.0		3		230000		0.00030952854431743666
1.0		1.0		1.0		4		230000		0.0003670587496214928
1.0		2.0		1.0		-1		230000		0.00040215328198127
1.0		2.0		1.0		1		230000		0.0003870356810534409
1.0		2.0		1.0		2		230000		0.00038703568104896547
1.0		2.0		1.0		3		230000		0.00035025682901879216
1.0		2.0		1.0		4		230000		0.0004021532819494306
2.0		0.5		1.0		-1		230000		0.0003280993138943787
2.0		0.5		1.0		1		230000		0.00030952854432562314
2.0		0.5		1.0		2		230000		0.00030952854431743666
2.0		0.5		1.0		3		230000		0.0002648147877797913
2.0		0.5		1.0		4		230000		0.0003280993138572259
2.0		1.0		1.0		-1		230000		0.00036705874965599475
2.0		1.0		1.0		1		230000		0.00035025682902491015
2.0		1.0		1.0		2		230000		0.00035025682901879216
2.0		1.0		1.0		3		230000		0.00030952854431743666
2.0		1.0		1.0		4		230000		0.0003670587496214928
2.0		2.0		1.0		-1		230000		0.00040215328198127
2.0		2.0		1.0		1		230000		0.0003870356810534409
2.0		2.0		1.0		2		230000		0.00038703568104896547
2.0		2.0		1.0		3		230000		0.00035025682901879216
2.0		2.0		1.0		4		230000		0.0004021532819494306
1.0		1.0		1.0		-1		230000		0.00036705874965599475
1.0		1.0		1.0		-1		230001		0.00036704956013618525
1.0		1.0		1.0		-1		230002		0.00036000342341375286
1.0		1.0		1.0		-1		230003		0.00036773964992171964
1.0		1.0		1.0		-1		230004		0.0003721960060121672
1.0		1.0		1.0		-1		230005		0.0003605821712885753
1.0		1.0		1.0		-1		230006		0.0003679233369504377
1.0		1.0		1.0		-1		230007		0.0003679913034200599
1.0		1.0		1.0		-1		230008		0.00036179212445076674
1.0		1.0		1.0		-1		230009		0.00036868717961166287
1.0		1.0		1.0		-1		230010		0.00037197290104307065
1.0		1.0		1.0		-1		230011		0.00036597510726670305
1.0		1.0		1.0		-1		230012		0.00037221222671392814
1.0		1.0		1.0		-1		230013		0.0003661586851044549
1.0		1.0		1.0		-1		230014		0.0003702373555151481
1.0		1.0		1.0		-1		230015		0.0003650093278775098
1.0		1.0		1.0		-1		230016		0.00036075126392558254
1.0		1.0		1.0		-1		230017		0.0003678838078882351
1.0		1.0		1.0		-1		230018		0.00036844713849970584
1.0		1.0		1.0		-1		230019		0.0003665683245301867
1.0		1.0		1.0		-1		230020		0.00037542386154069133
1.0		1.0		1.0		-1		230021		0.00036984023908409673
1.0		1.0		1.0		-1		230022		0.0003696047380600833
1.0		1.0		1.0		-1		230023		0.0003680290348046453
1.0		1.0		1.0		-1		230024		0.00036796785900957134
1.0		1.0		1.0		-1		230025		0.00036495581902075544
1.0		1.0		1.0		-1		230026		0.00035545988947476465
1.0		1.0		1.0		-1		230027		0.00036634844432584105
1.0		1.0		1.0		-1		230028		0.0003731211628442006
1.0		1.0		1.0		-1		230029		0.00036613695492954075
1.0		1.0		1.0		-1		230030		0.00036561243597136553
1.0		1.0		1.0		-1		230031		0.00036504564409429796
1.0		1.0		1.0		-1		230032		0.0003675469716551153
1.0		1.0		1.0		-1		230033		0.00037058086472133254
1.0		1.0		1.0		-1		230034		0.00035638557500395707
1.0		1.0		1.0		-1		230035		0.000358991486949029
1.0		1.0		1.0		-1		230036		0.00036064836359258733
1.0		1.0		1.0		-1		230037		0.00036936017066327816
1.0		1.0		1.0		-1		230038		0.00036875885449522085
1.0		1.0		1.0		-1		230039		0.0003659360166095471
1.0		1.0		1.0		-1		230040		0.0003673572956276101
1.0		1.0		1.0		-1		230041		0.0003632727424852547
1.0		1.0		1.0		-1		230042		0.00036340653212684057
1.0		1.0		1.0		-1		230043		0.0003664538460226838
1.0		1.0		1.0		-1		230044		0.0003635881499331527
1.0		1.0		1.0		-1		230045		0.00037104331475558736
1.0		1.0		1.0		-1		230046		0.0003752786306212865
1.0		1.0		1.0		-1		230047		0.0003641302608556643
1.0		1.0		1.0		-1		230048		0.0003681495203048559
1.0		1.0		1.0		-1		230049		0.0003631196971360693
1.0		1.0		1.0		-1		230050		0.00036944436216166223
1.0		1.0		1.0		-1		230051		0.000367058899711492
1.0		1.0		1.0		-1		230052		0.00036506987487743876
1.0		1.0		1.0		-1		230053		0.00037553584518187834
1.0		1.0		1.0		-1		230054		0.00036921742536591434
1.0		1.0		1.0		-1		230055		0.0003788292932681424
1.0		1.0		1.0		-1		230056		0.0003671998658045052
1.0		1.0		1.0		-1		230057		0.0003641625214539826
1.0		1.0		1.0		-1		230058		0.00037027222047319915
1.0		1.0		1.0		-1		230059		0.0003680223974603898
1.0		1.0		1.0		-1		230060		0.0003620973159990543
1.0		1.0		1.0		-1		230061		0.0003702238679694109
1.0		1.0		1.0		-1		230062		0.00036739071814381584
1.0		1.0		1.0		-1		230063		0.00036787118052330304
1.0		1.0		1.0		-1		230064		0.00036629865414619244
1.0		1.0		1.0		-1		230065		0.00037394058778605156
1.0		1.0		1.0		-1		230066		0.00036556499999520836
1.0		1.0		1.0		-1		230067		0.000361051576244338
1.0		1.0		1.0		-1		230068		0.00036845308497413106
1.0		1.0		1.0		-1		230069		0.00036774413742397696
1.0		1.0		1.0		-1		230070		0.00036799732092542914
1.0		1.0		1.0		-1		230071		0.00036773546496469164
1.0		1.0		1.0		-1		230072		0.0003661368641082143
1.0		1.0		1.0		-1		230073		0.0003655579471990541
1.0		1.0		1.0		-1		230074		0.0003641326112244712
1.0		1.0		1.0		-1		230075		0.00036941220966156345
1.0		1.0		1.0		-1		230076		0.0003693398375953861
1.0		1.0		1.0		-1		230077		0.0003689858774927071
1.0		1.0		1.0		-1		230078		0.00036669255222510343
1.0		1.0		1.0		-1		230079		0.0003663269851300062
1.0		1.0		1.0		-1		230080		0.000364245704283723
1.0		1.0		1.0		-1		230081		0.0003645026064759979
1.0		1.0		1.0		-1		230082		0.00036539065361715763
1.0		1.0		1.0		-1		230083		0.0003699104588638422
1.0		1.0		1.0		-1		230084		0.00036927917207405767
1.0		1.0		1.0		-1		230085		0.0003697552620811046
1.0		1.0		1.0		-1		230086		0.00035997871513890475
1.0		1.0		1.0		-1		230087		0.0003645221804157281
1.0		1.0		1.0		-1		230088		0.00037123004734141704
1.0		1.0		1.0		-1		230089		0.00038089185684771735
1.0		1.0		1.0		-1		230090		0.0003730830678439617
1.0		1.0		1.0		-1		230091		0.0003705302580662823
1.0		1.0		1.0		-1		230092		0.00036449629003128584
1.0		1.0		1.0		-1		230093		0.0003748590588662803
1.0		1.0		1.0		-1		230094		0.00035670699099567477
1.0		1.0		1.0		-1		230095		0.00036992930211781375
1.0		1.0		1.0		-1		230096		0.0003685456659075559
1.0		1.0		1.0		-1		230097		0.0003629602796273736
1.0		1.0		1.0		-1		230098		0.000364419238382069
1.0		1.0		1.0		-1		230099		0.0003676580638327748
1.0		1.0		1.0		-1		230100		0.00036192183442420916

#***************************************************************************
#
# original cross-section: 0.00036705874965599475
#     scale variation: +9.56% -10.6%
#     central scheme variation: + 0% -15.7%
# PDF variation: +1.19% -1.19%
#
# dynamical scheme # 1 : 0.000350257 +10.5% -11.6% # \sum ET
# dynamical scheme # 2 : 0.000350257 +10.5% -11.6% # \sum\sqrt{m^2+pt^2}
# dynamical scheme # 3 : 0.000309529 +13.2% -14.4% # 0.5 \sum\sqrt{m^2+pt^2}
# dynamical scheme # 4 : 0.000367059 +9.56% -10.6% # \sqrt{\hat s}
#***************************************************************************
